DER_TYPE,DER_INSTR,DER_RISK,DER_REP_CTY,DER_SECTOR_CPY,DER_CPC,DER_SECTOR_UDL,DER_CURR_LEG1,DER_CURR_LEG2,DER_ISSUE_MAT,DER_RATING,DER_EX_METHOD,DER_BASIS,AVAILABILITY,COLLECTION,TIME_PERIOD,OBS_VALUE
T,V,T,5J,B,5J,A,TO1,TO1,D,A,3,A,K,S,2021-S2,514253.0
T,V,T,5J,B,5J,A,TO1,TO1,D,A,3,A,K,S,2022-S1,491796.0
Q,R,D,5J,A,5J,A,CAD,TO1,A,A,3,A,K,S,2021-S2,2981.097
Q,R,D,5J,A,5J,A,CAD,TO1,A,A,3,A,K,S,2022-S1,1562.597
A,S,L,5J,A,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,96165.441
A,S,L,5J,A,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,113462.185
A,L,D,5J,C,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,415000328.428
A,L,D,5J,C,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,441707227.181
A,I,B,5J,A,5J,A,USD,TO1,A,A,3,C,K,S,2021-S2,25747047.415
A,I,B,5J,A,5J,A,USD,TO1,A,A,3,C,K,S,2022-S1,26246295.162
A,S,B,5J,B,5J,A,TO1,SEK,A,A,3,A,K,S,2021-S2,20485.071
A,S,B,5J,B,5J,A,TO1,SEK,A,A,3,A,K,S,2022-S1,32789.573
A,M,D,5J,A,5J,A,TO1,EUR,A,A,3,C,K,S,2021-S2,20272232.082
A,M,D,5J,A,5J,A,TO1,EUR,A,A,3,C,K,S,2022-S1,30269034.01
A,S,E,5J,C,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,1292368.223
A,S,E,5J,C,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,1232018.007
A,W,T,5J,M,5J,L,TO1,TO1,A,A,3,C,K,S,2021-S2,511.0
A,W,T,5J,M,5J,L,TO1,TO1,A,A,3,C,K,S,2022-S1,788.0
S,U,T,5J,B,5J,M,TO1,TO1,A,A,3,A,K,E,2021-S2,8324.0
S,U,T,5J,B,5J,M,TO1,TO1,A,A,3,A,K,E,2022-S1,7514.0
T,V,T,5J,O,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,71374.057
T,V,T,5J,O,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,69276.0
A,S,D,5J,U,5J,A,TO1,TO1,U,A,3,A,K,S,2021-S2,845070.207
A,S,D,5J,U,5J,A,TO1,TO1,U,A,3,A,K,S,2022-S1,669898.926
D,U,T,5J,N,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,2904.125
D,U,T,5J,N,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,3651.218
S,W,T,5J,C,5J,L,TO1,TO1,A,A,3,A,K,E,2021-S2,44336.0
S,W,T,5J,C,5J,L,TO1,TO1,A,A,3,A,K,E,2022-S1,32250.0
T,W,T,5J,A,5J,A,TO1,TO1,A,H,3,A,K,S,2021-S2,699415.0
T,W,T,5J,A,5J,A,TO1,TO1,A,H,3,A,K,S,2022-S1,833943.0
A,N,D,5J,K,5J,A,SEK,TO1,A,A,3,C,K,S,2021-S2,3649434.598
A,N,D,5J,K,5J,A,SEK,TO1,A,A,3,C,K,S,2022-S1,3690879.357
A,A,B,5J,K,5J,A,TO1,USD,A,A,3,C,K,S,2021-S2,4255609.969
A,A,B,5J,K,5J,A,TO1,USD,A,A,3,C,K,S,2022-S1,5242042.257
D,N,D,5J,K,5J,A,SEK,TO1,A,A,3,C,K,S,2021-S2,36184.965
D,N,D,5J,K,5J,A,SEK,TO1,A,A,3,C,K,S,2022-S1,128978.808
Q,C,B,5J,Z,5J,A,TO1,CHF,A,A,3,A,K,S,2021-S2,760.39
Q,C,B,5J,Z,5J,A,TO1,CHF,A,A,3,A,K,S,2022-S1,815.264
A,R,B,5J,B,5J,A,TO1,TO1,U,A,3,C,K,S,2021-S2,3517504.394
A,R,B,5J,B,5J,A,TO1,TO1,U,A,3,C,K,S,2022-S1,4599243.608
T,U,T,5J,K,5J,L,TO1,TO1,A,A,3,A,K,S,2021-S2,21167.0
T,U,T,5J,K,5J,L,TO1,TO1,A,A,3,A,K,S,2022-S1,5846.0
T,U,T,5J,P,5J,A,TO1,TO1,U,A,3,A,K,S,2021-S2,35962.0
T,U,T,5J,P,5J,A,TO1,TO1,U,A,3,A,K,S,2022-S1,27602.0
D,C,B,5J,B,5J,A,GBP,TO1,A,A,3,C,K,S,2021-S2,113926.924
D,C,B,5J,B,5J,A,GBP,TO1,A,A,3,C,K,S,2022-S1,152671.435
D,M,D,5J,U,5J,A,TO1,EUR,A,A,3,C,K,S,2021-S2,1379.36
D,M,D,5J,U,5J,A,TO1,EUR,A,A,3,C,K,S,2022-S1,6444.786
A,T,B,5J,U,5J,A,TO1,TO1,F,A,3,A,K,S,2021-S2,19607.614
A,T,B,5J,U,5J,A,TO1,TO1,F,A,3,A,K,S,2022-S1,16543.531
D,C,B,5J,U,5J,A,SEK,TO1,A,A,3,C,K,S,2021-S2,9263.888
D,C,B,5J,U,5J,A,SEK,TO1,A,A,3,C,K,S,2022-S1,50784.099
A,D,B,5J,B,5J,A,CHF,TO1,A,A,3,C,K,S,2021-S2,1019561.682
A,D,B,5J,B,5J,A,CHF,TO1,A,A,3,C,K,S,2022-S1,1108096.835
T,W,T,5J,O,5J,A,TO1,TO1,A,D,3,A,K,S,2021-S2,9093.0
T,W,T,5J,O,5J,A,TO1,TO1,A,D,3,A,K,S,2022-S1,7176.0
A,S,B,5J,A,5J,A,SEK,TO1,A,A,3,A,K,S,2021-S2,45349.164
A,S,B,5J,A,5J,A,SEK,TO1,A,A,3,A,K,S,2022-S1,63352.071
Q,R,D,5J,B,5J,A,TO1,CAD,A,A,3,A,K,S,2021-S2,5770.974
Q,R,D,5J,B,5J,A,TO1,CAD,A,A,3,A,K,S,2022-S1,1579.188
A,S,D,5J,A,5J,A,TO1,TO1,U,A,3,A,K,S,2021-S2,8284047.345
A,S,D,5J,A,5J,A,TO1,TO1,U,A,3,A,K,S,2022-S1,7859055.049
D,A,B,5J,A,5J,A,TO1,GBP,A,A,3,C,K,S,2021-S2,315242.553
D,A,B,5J,A,5J,A,TO1,GBP,A,A,3,C,K,S,2022-S1,477008.556
D,S,B,5J,A,5J,A,SEK,TO1,A,A,3,A,K,S,2021-S2,558.64
D,S,B,5J,A,5J,A,SEK,TO1,A,A,3,A,K,S,2022-S1,2496.628
S,V,T,5J,P,5J,A,TO1,TO1,A,F,3,A,K,E,2021-S2,61866.0
S,V,T,5J,P,5J,A,TO1,TO1,A,F,3,A,K,E,2022-S1,48831.0
T,W,T,5J,N,5J,K,TO1,TO1,A,A,3,A,K,S,2021-S2,854.0
T,W,T,5J,N,5J,K,TO1,TO1,A,A,3,A,K,S,2022-S1,1615.0
T,U,T,5J,O,5J,A,TO1,TO1,A,F,3,A,K,S,2021-S2,58044.0
T,U,T,5J,O,5J,A,TO1,TO1,A,F,3,A,K,S,2022-S1,58806.0
A,S,B,5J,K,5J,A,GBP,TO1,A,A,3,A,K,S,2021-S2,8500.234
A,S,B,5J,K,5J,A,GBP,TO1,A,A,3,A,K,S,2022-S1,7191.0
T,W,T,5J,Z,5J,G,TO1,TO1,A,A,3,A,K,S,2021-S2,272195.0
T,W,T,5J,Z,5J,G,TO1,TO1,A,A,3,A,K,S,2022-S1,302999.0
T,U,T,5J,M,5J,A,TO1,TO1,A,B,3,A,K,S,2021-S2,23566.0
T,U,T,5J,M,5J,A,TO1,TO1,A,B,3,A,K,S,2022-S1,22453.0
Q,M,D,5J,A,5J,A,TO1,USD,A,A,3,A,K,S,2021-S2,2448.947
Q,M,D,5J,A,5J,A,TO1,USD,A,A,3,A,K,S,2022-S1,3063.04
A,V,T,5J,C,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,2689027.259
A,V,T,5J,C,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,3045984.198
D,I,B,5J,U,5J,A,TO1,JPY,A,A,3,C,K,S,2021-S2,25535.34
D,I,B,5J,U,5J,A,TO1,JPY,A,A,3,C,K,S,2022-S1,40930.5
S,V,T,5J,O,5J,A,TO1,TO1,A,H,3,A,K,E,2021-S2,19364.0
S,V,T,5J,O,5J,A,TO1,TO1,A,H,3,A,K,E,2022-S1,15796.0
A,S,E,5J,B,JP,A,TO1,TO1,A,A,3,A,K,S,2021-S2,13193.617
A,S,E,5J,B,JP,A,TO1,TO1,A,A,3,A,K,S,2022-S1,14592.051
A,S,D,5J,A,5J,A,CAD,TO1,A,A,3,A,K,S,2021-S2,34977.664
A,S,D,5J,A,5J,A,CAD,TO1,A,A,3,A,K,S,2022-S1,27095.666
S,U,T,5J,L,5J,K,TO1,TO1,A,A,3,A,K,E,2021-S2,5205.0
S,U,T,5J,L,5J,K,TO1,TO1,A,A,3,A,K,E,2022-S1,4853.0
Q,R,B,5J,B,5J,A,TO1,SEK,A,A,3,A,K,S,2021-S2,1089.24
Q,R,B,5J,B,5J,A,TO1,SEK,A,A,3,A,K,S,2022-S1,1023.052
S,U,T,5J,Z,5K,A,TO1,TO1,A,A,3,A,K,E,2021-S2,1417587.0
S,U,T,5J,Z,5K,A,TO1,TO1,A,A,3,A,K,E,2022-S1,1512109.0
B,W,T,5J,B,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,14183.775
B,W,T,5J,B,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,16845.287
Q,N,D,5J,B,5J,A,TO1,JPY,A,A,3,A,K,S,2021-S2,614.53
Q,N,D,5J,B,5J,A,TO1,JPY,A,A,3,A,K,S,2022-S1,619.253
D,S,B,5J,A,5J,A,TO1,SEK,A,A,3,A,K,S,2021-S2,558.64
D,S,B,5J,A,5J,A,TO1,SEK,A,A,3,A,K,S,2022-S1,2496.628
D,N,D,5J,C,5J,A,CHF,TO1,A,A,3,C,K,S,2021-S2,42051.082
D,N,D,5J,C,5J,A,CHF,TO1,A,A,3,C,K,S,2022-S1,79648.113
S,W,T,5J,Z,5J,A,TO1,TO1,A,B,3,A,K,E,2021-S2,1013041.0
S,W,T,5J,Z,5J,A,TO1,TO1,A,B,3,A,K,E,2022-S1,1057807.0
T,V,T,5J,L,5J,B,TO1,TO1,A,A,3,A,K,S,2021-S2,50965.301
T,V,T,5J,L,5J,B,TO1,TO1,A,A,3,A,K,S,2022-S1,45051.104
A,C,B,5J,U,5J,A,EUR,TO1,A,A,3,C,K,S,2021-S2,5139774.958
A,C,B,5J,U,5J,A,EUR,TO1,A,A,3,C,K,S,2022-S1,5195707.999
A,M,D,5J,B,5J,A,USD,TO1,A,A,3,C,K,S,2021-S2,108128.873
A,M,D,5J,B,5J,A,USD,TO1,A,A,3,C,K,S,2022-S1,101906.5
D,D,B,5J,C,5J,A,TO1,JPY,A,A,3,C,K,S,2021-S2,91174.98
D,D,B,5J,C,5J,A,TO1,JPY,A,A,3,C,K,S,2022-S1,220647.816
A,T,B,5J,B,5J,A,TO1,TO1,D,A,3,A,K,S,2021-S2,566539.726
A,T,B,5J,B,5J,A,TO1,TO1,D,A,3,A,K,S,2022-S1,550508.277
D,L,D,5J,C,5J,A,TO1,EUR,A,A,3,C,K,S,2021-S2,3083363.904
D,L,D,5J,C,5J,A,TO1,EUR,A,A,3,C,K,S,2022-S1,4709524.274
D,I,B,5J,C,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,417165.494
D,I,B,5J,C,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,748398.829
T,W,T,5J,B,5J,N,TO1,TO1,A,A,3,A,K,S,2021-S2,192437.0
T,W,T,5J,B,5J,N,TO1,TO1,A,A,3,A,K,S,2022-S1,212555.0
D,T,D,5J,U,5J,A,TO1,GBP,A,A,3,A,K,S,2021-S2,2340.192
D,T,D,5J,U,5J,A,TO1,GBP,A,A,3,A,K,S,2022-S1,1611.75
A,A,D,5J,U,5J,A,TO1,SEK,A,A,3,C,K,S,2021-S2,124885.287
A,A,D,5J,U,5J,A,TO1,SEK,A,A,3,C,K,S,2022-S1,288368.426
A,V,T,5J,M,5J,A,TO1,TO1,A,Z,3,C,K,S,2021-S2,11996.0
A,V,T,5J,M,5J,A,TO1,TO1,A,Z,3,C,K,S,2022-S1,21253.0
A,A,E,5J,A,5J,A,TO1,TO1,F,A,3,C,K,S,2021-S2,379222.873
A,A,E,5J,A,5J,A,TO1,TO1,F,A,3,C,K,S,2022-S1,356962.115
A,T,D,5J,A,5J,A,SEK,TO1,A,A,3,A,K,S,2021-S2,59321.036
A,T,D,5J,A,5J,A,SEK,TO1,A,A,3,A,K,S,2022-S1,45793.858
A,N,D,5J,C,5J,A,USD,TO1,A,A,3,C,K,S,2021-S2,128543078.729
A,N,D,5J,C,5J,A,USD,TO1,A,A,3,C,K,S,2022-S1,162336895.619
A,T,E,5J,B,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,636045.834
A,T,E,5J,B,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,736995.756
S,W,T,5J,N,5J,A,TO1,TO1,A,Z,3,A,K,E,2021-S2,7352.0
S,W,T,5J,N,5J,A,TO1,TO1,A,Z,3,A,K,E,2022-S1,7992.0
S,V,T,5J,L,5J,A,TO1,TO1,A,D,3,A,K,E,2021-S2,24720.0
S,V,T,5J,L,5J,A,TO1,TO1,A,D,3,A,K,E,2022-S1,25588.0
S,V,T,5J,L,5J,A,TO1,TO1,U,A,3,A,K,E,2021-S2,31111.0
S,V,T,5J,L,5J,A,TO1,TO1,U,A,3,A,K,E,2022-S1,29913.0
A,V,T,5J,L,5J,A,TO1,TO1,D,A,3,C,K,S,2021-S2,221208.0
A,V,T,5J,L,5J,A,TO1,TO1,D,A,3,C,K,S,2022-S1,236536.0
T,W,T,5J,P,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,196021.652
T,W,T,5J,P,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,123234.033
A,A,D,5J,B,5J,A,CAD,TO1,A,A,3,C,K,S,2021-S2,219041.574
A,A,D,5J,B,5J,A,CAD,TO1,A,A,3,C,K,S,2022-S1,162416.593
A,D,T,5J,U,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,253970.795
A,D,T,5J,U,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,143207.886
D,T,E,5J,A,5K,A,TO1,TO1,A,A,3,A,K,S,2021-S2,43845.379
D,T,E,5J,A,5K,A,TO1,TO1,A,A,3,A,K,S,2022-S1,25345.507
S,U,T,5J,K,5J,A,TO1,TO1,A,Z,3,A,K,E,2021-S2,706773.0
S,U,T,5J,K,5J,A,TO1,TO1,A,Z,3,A,K,E,2022-S1,624361.0
D,S,E,5J,A,5F,A,TO1,TO1,A,A,3,A,K,S,2021-S2,3375.596
D,S,E,5J,A,5F,A,TO1,TO1,A,A,3,A,K,S,2022-S1,3070.543
T,W,T,5J,M,5J,A,TO1,TO1,A,F,3,A,K,S,2021-S2,9205.0
T,W,T,5J,M,5J,A,TO1,TO1,A,F,3,A,K,S,2022-S1,9164.0
T,W,T,5J,K,5J,F,TO1,TO1,A,A,3,A,K,S,2021-S2,296362.0
T,W,T,5J,K,5J,F,TO1,TO1,A,A,3,A,K,S,2022-S1,307484.0
D,A,D,5J,B,5J,A,GBP,TO1,A,A,3,C,K,S,2021-S2,211019.334
D,A,D,5J,B,5J,A,GBP,TO1,A,A,3,C,K,S,2022-S1,164597.594
A,T,D,5J,K,5J,A,GBP,TO1,A,A,3,A,K,S,2017-S1,28197.0
A,T,D,5J,K,5J,A,GBP,TO1,A,A,3,A,K,S,2017-S2,44395.0
T,U,T,5J,Z,1E,A,TO1,TO1,A,A,3,A,K,S,2021-S2,977497.0
T,U,T,5J,Z,1E,A,TO1,TO1,A,A,3,A,K,S,2022-S1,1098401.0
A,N,D,5J,B,5J,A,JPY,TO1,A,A,3,C,K,S,2021-S2,584460.722
A,N,D,5J,B,5J,A,JPY,TO1,A,A,3,C,K,S,2022-S1,437853.734
D,L,D,5J,K,5J,A,SEK,TO1,A,A,3,C,K,S,2021-S2,40288.096
D,L,D,5J,K,5J,A,SEK,TO1,A,A,3,C,K,S,2022-S1,159960.38
A,C,E,5J,A,5J,A,TO1,TO1,D,A,3,C,K,S,2021-S2,1231511.167
A,C,E,5J,A,5J,A,TO1,TO1,D,A,3,C,K,S,2022-S1,1002846.134
A,S,D,5J,U,5J,A,TO1,USD,A,A,3,A,K,S,2021-S2,1649058.178
A,S,D,5J,U,5J,A,TO1,USD,A,A,3,A,K,S,2022-S1,1429366.96
T,V,T,5J,N,5J,B,TO1,TO1,A,A,3,A,K,S,2021-S2,849.0
T,V,T,5J,N,5J,B,TO1,TO1,A,A,3,A,K,S,2022-S1,790.0
T,U,T,5J,B,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,1146703.068
T,U,T,5J,B,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,1156422.054
T,X,T,5J,A,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,2533200.0
T,X,T,5J,A,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,2703903.0
D,A,B,5J,B,5J,A,TO1,CHF,A,A,3,C,K,S,2021-S2,37274.375
D,A,B,5J,B,5J,A,TO1,CHF,A,A,3,C,K,S,2022-S1,51240.597
T,V,T,5J,N,5J,A,TO1,TO1,A,Z,3,A,K,S,2021-S2,1235.0
T,V,T,5J,N,5J,A,TO1,TO1,A,Z,3,A,K,S,2022-S1,1702.0
S,X,T,5J,P,5J,A,TO1,TO1,A,A,3,A,K,E,2021-S2,251528.0
S,X,T,5J,P,5J,A,TO1,TO1,A,A,3,A,K,E,2022-S1,160184.0
S,U,T,5J,N,5J,K,TO1,TO1,A,A,3,A,K,E,2021-S2,1531.0
S,U,T,5J,N,5J,K,TO1,TO1,A,A,3,A,K,E,2022-S1,2060.0
D,I,B,5J,C,5J,A,TO1,EUR,A,A,3,C,K,S,2021-S2,170827.903
D,I,B,5J,C,5J,A,TO1,EUR,A,A,3,C,K,S,2022-S1,328149.659
A,M,D,5J,U,5J,A,CAD,TO1,A,A,3,C,K,S,2021-S2,14097.291
A,M,D,5J,U,5J,A,CAD,TO1,A,A,3,C,K,S,2022-S1,13029.676
A,A,D,5J,C,5J,A,SEK,TO1,A,A,3,C,K,S,2021-S2,5310825.244
A,A,D,5J,C,5J,A,SEK,TO1,A,A,3,C,K,S,2022-S1,5487111.91
D,S,E,5J,U,JP,A,TO1,TO1,A,A,3,A,K,S,2021-S2,124.079
D,S,E,5J,U,JP,A,TO1,TO1,A,A,3,A,K,S,2022-S1,132.671
A,T,E,5J,A,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,1664157.656
A,T,E,5J,A,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,1875730.783
S,U,T,5J,A,JP,A,TO1,TO1,A,A,3,A,K,E,2021-S2,69329.0
S,U,T,5J,A,JP,A,TO1,TO1,A,A,3,A,K,E,2022-S1,66877.0
A,W,T,5J,A,5J,A,TO1,TO1,F,A,3,C,K,S,2021-S2,414229.5
A,W,T,5J,A,5J,A,TO1,TO1,F,A,3,C,K,S,2022-S1,384593.0
T,W,T,5J,B,5J,A,TO1,TO1,A,H,3,A,K,S,2021-S2,108694.0
T,W,T,5J,B,5J,A,TO1,TO1,A,H,3,A,K,S,2022-S1,114569.0
A,A,D,5J,K,5J,A,TO1,CAD,A,A,3,C,K,S,2021-S2,13579854.987
A,A,D,5J,K,5J,A,TO1,CAD,A,A,3,C,K,S,2022-S1,15536918.622
D,C,E,5J,A,5U,A,TO1,TO1,A,A,3,C,K,S,2021-S2,21391.855
D,C,E,5J,A,5U,A,TO1,TO1,A,A,3,C,K,S,2022-S1,25172.065
D,T,B,5J,U,5J,A,JPY,TO1,A,A,3,A,K,S,2021-S2,2423.091
D,T,B,5J,U,5J,A,JPY,TO1,A,A,3,A,K,S,2022-S1,4830.506
T,U,T,5J,M,5J,J,TO1,TO1,A,A,3,A,K,S,2021-S2,17088.0
T,U,T,5J,M,5J,J,TO1,TO1,A,A,3,A,K,S,2022-S1,17901.0
T,U,T,5J,A,5J,C,TO1,TO1,A,A,3,A,K,S,2021-S2,4098861.047
T,U,T,5J,A,5J,C,TO1,TO1,A,A,3,A,K,S,2022-S1,4336793.258
S,U,T,5J,L,5J,M,TO1,TO1,A,A,3,A,K,E,2021-S2,3912.0
S,U,T,5J,L,5J,M,TO1,TO1,A,A,3,A,K,E,2022-S1,3547.0
T,U,T,5J,K,5J,G,TO1,TO1,A,A,3,A,K,S,2021-S2,723420.0
T,U,T,5J,K,5J,G,TO1,TO1,A,A,3,A,K,S,2022-S1,746584.0
A,U,T,5J,B,5P,A,TO1,TO1,A,A,3,C,K,S,2021-S2,5174.5
A,U,T,5J,B,5P,A,TO1,TO1,A,A,3,C,K,S,2022-S1,5799.5
D,N,D,5J,K,5J,A,TO1,SEK,A,A,3,C,K,S,2021-S2,36184.965
D,N,D,5J,K,5J,A,TO1,SEK,A,A,3,C,K,S,2022-S1,128978.808
A,M,D,5J,A,5J,A,USD,TO1,A,A,3,C,K,S,2021-S2,13094767.308
A,M,D,5J,A,5J,A,USD,TO1,A,A,3,C,K,S,2022-S1,14687384.799
T,U,T,5J,U,5J,A,TO1,TO1,U,A,3,A,K,S,2021-S2,7015.0
T,U,T,5J,U,5J,A,TO1,TO1,U,A,3,A,K,S,2022-S1,3748.0
A,W,T,5J,P,5J,A,TO1,TO1,U,A,3,C,K,S,2021-S2,40292.0
A,W,T,5J,P,5J,A,TO1,TO1,U,A,3,C,K,S,2022-S1,28287.0
D,D,B,5J,U,5J,A,CHF,TO1,A,A,3,C,K,S,2021-S2,6915.024
D,D,B,5J,U,5J,A,CHF,TO1,A,A,3,C,K,S,2022-S1,12938.725
D,M,D,5J,B,5J,A,CHF,TO1,A,A,3,C,K,S,2021-S2,158.501
D,M,D,5J,B,5J,A,CHF,TO1,A,A,3,C,K,S,2022-S1,3.25
D,R,D,5J,C,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,254232.287
D,R,D,5J,C,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,321839.358
S,V,T,5J,C,5J,A,TO1,TO1,A,F,3,A,K,E,2021-S2,854780.0
S,V,T,5J,C,5J,A,TO1,TO1,A,F,3,A,K,E,2022-S1,834057.0
S,V,T,5J,U,5J,A,TO1,TO1,A,F,3,A,K,E,2021-S2,18273.0
S,V,T,5J,U,5J,A,TO1,TO1,A,F,3,A,K,E,2022-S1,17380.0
T,U,T,5J,P,5J,A,TO1,TO1,A,D,3,A,K,S,2021-S2,24498.0
T,U,T,5J,P,5J,A,TO1,TO1,A,D,3,A,K,S,2022-S1,13429.0
Q,N,D,5J,A,5J,A,TO1,JPY,A,A,3,A,K,S,2021-S2,593.871
Q,N,D,5J,A,5J,A,TO1,JPY,A,A,3,A,K,S,2022-S1,652.583
A,T,B,5J,U,5J,A,CHF,TO1,A,A,3,A,K,S,2021-S2,15991.692
A,T,B,5J,U,5J,A,CHF,TO1,A,A,3,A,K,S,2022-S1,21040.793
A,U,T,5J,K,5J,A,TO1,TO1,F,A,3,C,K,S,2021-S2,308123.0
A,U,T,5J,K,5J,A,TO1,TO1,F,A,3,C,K,S,2022-S1,293113.0
S,U,T,5J,B,5J,G,TO1,TO1,A,A,3,A,K,E,2021-S2,330801.0
S,U,T,5J,B,5J,G,TO1,TO1,A,A,3,A,K,E,2022-S1,331412.0
D,I,B,5J,A,5J,A,CHF,TO1,A,A,3,C,K,S,2021-S2,35212.69
D,I,B,5J,A,5J,A,CHF,TO1,A,A,3,C,K,S,2022-S1,46568.411
D,T,D,5J,C,5J,A,TO1,CHF,A,A,3,A,K,S,2021-S2,373.346
D,T,D,5J,C,5J,A,TO1,CHF,A,A,3,A,K,S,2022-S1,489.114
A,V,T,5J,N,5J,A,TO1,TO1,A,B,3,C,K,S,2021-S2,27653.0
A,V,T,5J,N,5J,A,TO1,TO1,A,B,3,C,K,S,2022-S1,26563.0
T,W,T,5J,A,5J,G,TO1,TO1,A,A,3,A,K,S,2021-S2,331390.0
T,W,T,5J,A,5J,G,TO1,TO1,A,A,3,A,K,S,2022-S1,370721.0
A,R,D,5J,A,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,38562196.656
A,R,D,5J,A,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,38797593.919
S,U,T,5J,B,5J,A,TO1,TO1,A,H,3,A,K,E,2021-S2,283391.0
S,U,T,5J,B,5J,A,TO1,TO1,A,H,3,A,K,E,2022-S1,263914.0
D,S,D,5J,B,5J,A,TO1,EUR,A,A,3,A,K,S,2021-S2,178004.989
D,S,D,5J,B,5J,A,TO1,EUR,A,A,3,A,K,S,2022-S1,169980.374
A,T,E,5J,C,5P,A,TO1,TO1,A,A,3,A,K,S,2021-S2,101223.532
A,T,E,5J,C,5P,A,TO1,TO1,A,A,3,A,K,S,2022-S1,102898.201
D,R,D,5J,U,5J,A,TO1,EUR,A,A,3,C,K,S,2021-S2,19874.5
D,R,D,5J,U,5J,A,TO1,EUR,A,A,3,C,K,S,2022-S1,18942.758
S,U,T,5J,K,5J,B,TO1,TO1,A,A,3,A,K,E,2021-S2,236532.978
S,U,T,5J,K,5J,B,TO1,TO1,A,A,3,A,K,E,2022-S1,277452.278
A,R,B,5J,K,5J,A,TO1,CAD,A,A,3,C,K,S,2021-S2,46.333
A,R,B,5J,K,5J,A,TO1,CAD,A,A,3,C,K,S,2022-S1,51.961
A,U,T,5J,O,5J,K,TO1,TO1,A,A,3,C,K,S,2021-S2,21915.0
A,U,T,5J,O,5J,K,TO1,TO1,A,A,3,C,K,S,2022-S1,23444.0
D,S,D,5J,C,5J,A,CAD,TO1,A,A,3,A,K,S,2021-S2,192.674
D,S,D,5J,C,5J,A,CAD,TO1,A,A,3,A,K,S,2022-S1,214.114
Q,R,B,5J,A,5J,A,TO1,CHF,A,A,3,A,K,S,2021-S2,1102.403
Q,R,B,5J,A,5J,A,TO1,CHF,A,A,3,A,K,S,2022-S1,928.856
S,V,T,5J,O,5J,G,TO1,TO1,A,A,3,A,K,E,2021-S2,28550.0
S,V,T,5J,O,5J,G,TO1,TO1,A,A,3,A,K,E,2022-S1,27902.0
A,C,E,5J,U,JP,A,TO1,TO1,A,A,3,C,K,S,2021-S2,28896.585
A,C,E,5J,U,JP,A,TO1,TO1,A,A,3,C,K,S,2022-S1,28289.625
A,U,T,5J,U,5J,A,TO1,TO1,A,D,3,C,K,S,2021-S2,15233.0
A,U,T,5J,U,5J,A,TO1,TO1,A,D,3,C,K,S,2022-S1,17543.0
A,L,D,5J,C,5J,A,TO1,CAD,A,A,3,C,K,S,2021-S2,14657987.343
A,L,D,5J,C,5J,A,TO1,CAD,A,A,3,C,K,S,2022-S1,16689172.219
D,S,E,5J,B,5F,A,TO1,TO1,A,A,3,A,K,S,2021-S2,1018.801
D,S,E,5J,B,5F,A,TO1,TO1,A,A,3,A,K,S,2022-S1,820.985
A,A,E,5J,A,5K,A,TO1,TO1,A,A,3,C,K,S,2021-S2,2020616.716
A,A,E,5J,A,5K,A,TO1,TO1,A,A,3,C,K,S,2022-S1,1954852.269
D,A,D,5J,A,5J,A,GBP,TO1,A,A,3,C,K,S,2021-S2,1235585.018
D,A,D,5J,A,5J,A,GBP,TO1,A,A,3,C,K,S,2022-S1,1222761.275
Q,R,B,5J,A,5J,A,EUR,TO1,A,A,3,A,K,S,2021-S2,724.532
Q,R,B,5J,A,5J,A,EUR,TO1,A,A,3,A,K,S,2022-S1,716.826
T,X,T,5J,B,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,344271.0
