NOR_DRVTS,Measure_Type,BNK_OR_TRAD,Area_Operation,TIME_PERIOD,OBS_VALUE
PVBP,HABP,N_A,GL_OP,2019-Q2,2870.94
PVBP,HABR,N_A,GL_OP,2019-Q2,2787.29
PVBP,HABR,N_A,GL_OP,2019-Q2,2882.89
PVBP,NPPVBP,N_A,GL_OP,2019-Q2,219
PVBP,NPPVBP,N_A,GL_OP,2019-Q2,247
PVBP,REM,N_A,GL_OP,2019-Q2,XBRBWBOKAW
PVBP,REM,N_A,GL_OP,2019-Q2,GVWFPLDDPL
PVBP,TABR,N_A,GL_OP,2019-Q2,2763.39
PVBP,TABR,N_A,GL_OP,2019-Q2,2858.99
PVBP,TRBP,N_A,GL_OP,2019-Q2,2751.44
PVBP,TRBP,N_A,GL_OP,2019-Q2,2847.04
RUPEE_FCFORWARD,GRPD,BK_B,GL_OP,2019-Q2,2629.01
RUPEE_FCFORWARD,GRPD,BK_B,GL_OP,2019-Q2,2724.61
RUPEE_FCFORWARD,GRPD,TR_B,GL_OP,2019-Q2,2617.06
RUPEE_FCFORWARD,GRPD,TR_B,GL_OP,2019-Q2,2712.66
RUPEE_FCFORWARD,GRREC,BK_B,GL_OP,2019-Q2,2605.11
RUPEE_FCFORWARD,GRREC,BK_B,GL_OP,2019-Q2,2700.71
RUPEE_FCFORWARD,GRREC,TR_B,GL_OP,2019-Q2,2593.16
RUPEE_FCFORWARD,GRREC,TR_B,GL_OP,2019-Q2,2688.76
RUPEE_FCFORWARD,HABP,N_A,GL_OP,2019-Q2,2569.26
RUPEE_FCFORWARD,HABP,N_A,GL_OP,2019-Q2,2664.86
RUPEE_FCFORWARD,HABR,N_A,GL_OP,2019-Q2,2581.21
RUPEE_FCFORWARD,HABR,N_A,GL_OP,2019-Q2,2676.81
RUPEE_FCFORWARD,NPPVBP,N_A,GL_OP,2019-Q2,149
RUPEE_FCFORWARD,NPPVBP,N_A,GL_OP,2019-Q2,177
RUPEE_FCFORWARD,REM,N_A,GL_OP,2019-Q2,EJBGTJLSRN
RUPEE_FCFORWARD,REM,N_A,GL_OP,2019-Q2,KLUSOIUSD
RUPEE_FCFORWARD,TABR,N_A,GL_OP,2019-Q2,2557.31
RUPEE_FCFORWARD,TABR,N_A,GL_OP,2019-Q2,2652.91
RUPEE_FCFORWARD,TRBP,N_A,GL_OP,2019-Q2,2545.36
RUPEE_FCFORWARD,TRBP,N_A,GL_OP,2019-Q2,2640.96
TIRSINR,REM,N_A,GL_OP,2019-Q2,DNJYRBCIYU
TIRSINR,REM,N_A,GL_OP,2019-Q2,KLUSUA
TIRSINRFCY,REM,N_A,GL_OP,2019-Q2,FSDFE
TIRSINRFCY,REM,N_A,GL_OP,2019-Q2,JSDYISYD
